state,post_code,NMI_Bus_res,Sum of Num_DER_Connections,Sum of Installed_DER_capacity_kVA,Sum of Solar_Connections,Sum of Solar_capacity_kVA,Sum of Battery_Connections,Sum of Battery_capacity_kVA,Sum of Battery_Storage_kVAh,Sum of Num_Other_Connections,Sum of Installed_OtherDER_capacity_kVA
NSW,2711,RESIDENTIAL,289,1594.8,288,1589.8,1,5.0,6.0,0,0.0
NSW,2712,BUSINESS,21,333.2,21,333.2,0,0.0,0.0,0,0.0
NSW,2712,RESIDENTIAL,184,768.5,184,768.5,0,0.0,0.0,0,0.0
NSW,2713,BUSINESS,44,696.6,44,696.6,0,0.0,0.0,0,0.0
NSW,2713,RESIDENTIAL,323,1600.2,323,1591.2,2,9.0,19.0,0,0.0
NSW,2714,BUSINESS,34,517.7,34,517.7,0,0.0,0.0,0,0.0
NSW,2714,RESIDENTIAL,464,1895.8,464,1895.8,0,0.0,0.0,0,0.0
NSW,2715,RESIDENTIAL,137,759.0,137,759.0,0,0.0,0.0,0,0.0
NSW,2716,BUSINESS,10,68.8,10,68.8,0,0.0,0.0,0,0.0
NSW,2716,RESIDENTIAL,173,938.7,173,938.7,0,0.0,0.0,0,0.0
NSW,2717,RESIDENTIAL,96,412.5,96,412.5,0,0.0,0.0,0,0.0
NSW,2720,BUSINESS,67,869.5,67,869.5,0,0.0,0.0,0,0.0
NSW,2720,RESIDENTIAL,757,3104.13,757,3066.13,7,38.0,64.0,0,0.0
NSW,2721,RESIDENTIAL,20,123.6,20,123.6,0,0.0,0.0,0,0.0
NSW,2722,BUSINESS,29,578.5,29,578.5,0,0.0,0.0,0,0.0
NSW,2722,RESIDENTIAL,294,1281.8,294,1271.8,2,10.0,22.0,0,0.0
NSW,2725,RESIDENTIAL,32,121.4,32,116.4,1,5.0,4.0,0,0.0
NSW,2726,RESIDENTIAL,33,213.4,33,209.4,1,4.0,13.0,0,0.0
NSW,2727,RESIDENTIAL,36,241.0,36,241.0,0,0.0,0.0,0,0.0
NSW,2729,BUSINESS,12,114.9,12,114.9,0,0.0,0.0,0,0.0
NSW,2729,RESIDENTIAL,212,950.9,212,950.9,0,0.0,0.0,0,0.0
NSW,2730,BUSINESS,13,245.5,13,245.5,0,0.0,0.0,0,0.0
NSW,2730,RESIDENTIAL,142,547.1,142,537.1,2,10.0,12.0,0,0.0
NSW,2731,BUSINESS,57,982.2,57,964.2,1,18.0,30.0,0,0.0
NSW,2731,RESIDENTIAL,783,3732.37,783,3710.77,5,21.6,16.0,0,0.0
NSW,2732,BUSINESS,95,1419.0,93,1399.0,2,20.0,44.0,0,0.0
NSW,2732,RESIDENTIAL,188,1015.3,188,980.8,7,34.5,62.0,0,0.0
NSW,2733,BUSINESS,11,197.6,11,197.6,0,0.0,0.0,0,0.0
NSW,2733,RESIDENTIAL,72,409.8,72,409.8,0,0.0,0.0,0,0.0
NSW,2734,RESIDENTIAL,24,160.8,24,160.8,0,0.0,0.0,0,0.0
NSW,2735,RESIDENTIAL,49,364.1,49,364.1,0,0.0,0.0,0,0.0
NSW,2736,RESIDENTIAL,41,204.7,41,204.7,0,0.0,0.0,0,0.0
NSW,2737,RESIDENTIAL,56,383.3,56,383.3,0,0.0,0.0,0,0.0
NSW,2738,BUSINESS,14,216.7,14,206.7,1,10.0,43.0,0,0.0
NSW,2738,RESIDENTIAL,186,1294.9,185,1239.9,5,55.0,102.0,0,0.0
NSW,2739,BUSINESS,10,145.1,10,145.1,0,0.0,0.0,0,0.0
NSW,2739,RESIDENTIAL,135,867.8,135,812.8,1,55.0,39.0,0,0.0
NSW,2745,BUSINESS,34,500.0,34,500.0,0,0.0,0.0,0,0.0
NSW,2745,RESIDENTIAL,1989,10158.17,1989,10158.17,0,0.0,0.0,0,0.0
NSW,2747,BUSINESS,44,226.6,44,226.6,0,0.0,0.0,0,0.0
NSW,2747,RESIDENTIAL,2696,14626.61,2696,14626.61,0,0.0,0.0,0,0.0
NSW,2748,BUSINESS,14,342.5,14,342.5,0,0.0,0.0,0,0.0
NSW,2748,RESIDENTIAL,131,701.2,131,701.2,0,0.0,0.0,0,0.0
NSW,2749,BUSINESS,12,128.0,12,128.0,0,0.0,0.0,0,0.0
NSW,2749,RESIDENTIAL,977,4735.06,976,4722.06,0,0.0,0.0,1,13.0
NSW,2750,BUSINESS,113,1113.5,113,1113.5,0,0.0,0.0,0,0.0
NSW,2750,RESIDENTIAL,2346,11481.85,2346,11481.85,0,0.0,0.0,0,0.0
NSW,2752,RESIDENTIAL,350,2104.52,350,2104.52,0,0.0,0.0,0,0.0
NSW,2753,BUSINESS,41,317.5,41,317.5,0,0.0,0.0,0,0.0
NSW,2753,RESIDENTIAL,964,5503.48,964,5503.48,0,0.0,0.0,0,0.0
NSW,2754,BUSINESS,10,60.0,10,60.0,0,0.0,0.0,0,0.0
NSW,2754,RESIDENTIAL,397,2380.29,397,2380.29,0,0.0,0.0,0,0.0
NSW,2756,BUSINESS,139,2446.1,139,2446.1,0,0.0,0.0,0,0.0
NSW,2756,RESIDENTIAL,1848,11211.015,1848,11211.015,0,0.0,0.0,0,0.0
NSW,2757,RESIDENTIAL,50,358.3,50,358.3,0,0.0,0.0,0,0.0
NSW,2758,BUSINESS,11,83.0,11,83.0,0,0.0,0.0,0,0.0
NSW,2758,RESIDENTIAL,589,3663.69,589,3663.69,0,0.0,0.0,0,0.0
NSW,2759,BUSINESS,14,148.0,14,148.0,0,0.0,0.0,0,0.0
NSW,2759,RESIDENTIAL,1788,8390.58,1788,8390.58,0,0.0,0.0,0,0.0
NSW,2760,BUSINESS,66,564.4,66,564.4,0,0.0,0.0,0,0.0
NSW,2760,RESIDENTIAL,1515,7654.03,1514,7641.03,0,0.0,0.0,1,13.0
NSW,2761,BUSINESS,36,535.1,36,535.1,0,0.0,0.0,0,0.0
NSW,2761,RESIDENTIAL,2300,11007.09,2300,11007.09,0,0.0,0.0,0,0.0
NSW,2762,RESIDENTIAL,775,4975.13,775,4975.13,0,0.0,0.0,0,0.0
NSW,2763,BUSINESS,20,265.1,20,265.1,0,0.0,0.0,0,0.0
NSW,2763,RESIDENTIAL,1897,8661.51,1896,8649.51,0,0.0,0.0,1,12.0
NSW,2765,BUSINESS,71,675.5,71,675.5,0,0.0,0.0,0,0.0
NSW,2765,RESIDENTIAL,1472,9723.62,1472,9723.62,0,0.0,0.0,0,0.0
NSW,2766,BUSINESS,50,841.2,50,841.2,0,0.0,0.0,0,0.0
NSW,2766,RESIDENTIAL,836,3776.6,836,3776.6,0,0.0,0.0,0,0.0
NSW,2767,BUSINESS,11,229.0,11,229.0,0,0.0,0.0,0,0.0
NSW,2767,RESIDENTIAL,2064,10541.26,2064,10541.26,0,0.0,0.0,0,0.0
NSW,2768,RESIDENTIAL,2208,10918.96,2208,10918.96,0,0.0,0.0,0,0.0
NSW,2769,RESIDENTIAL,1220,7399.48,1220,7399.48,0,0.0,0.0,0,0.0
NSW,2770,BUSINESS,69,660.8,69,660.8,0,0.0,0.0,0,0.0
NSW,2770,RESIDENTIAL,2543,11379.41,2543,11379.41,0,0.0,0.0,0,0.0
NSW,2773,RESIDENTIAL,472,2718.2,472,2718.2,0,0.0,0.0,0,0.0
NSW,2774,BUSINESS,13,65.0,13,65.0,0,0.0,0.0,0,0.0
NSW,2774,RESIDENTIAL,975,4621.8,975,4621.8,0,0.0,0.0,0,0.0
NSW,2775,RESIDENTIAL,117,542.7,117,527.7,2,15.0,12.4,0,0.0
NSW,2776,RESIDENTIAL,360,1681.4,360,1681.4,0,0.0,0.0,0,0.0
NSW,2777,BUSINESS,15,76.0,15,76.0,0,0.0,0.0,0,0.0
NSW,2777,RESIDENTIAL,1388,6539.3,1388,6539.3,0,0.0,0.0,0,0.0
NSW,2778,RESIDENTIAL,231,1123.6,231,1123.6,0,0.0,0.0,0,0.0
NSW,2779,RESIDENTIAL,372,1473.8,372,1473.8,0,0.0,0.0,0,0.0
NSW,2780,BUSINESS,32,240.7,32,240.7,0,0.0,0.0,0,0.0
NSW,2780,RESIDENTIAL,928,3954.8,928,3954.8,0,0.0,0.0,0,0.0
NSW,2782,BUSINESS,10,56.0,10,56.0,0,0.0,0.0,0,0.0
NSW,2782,RESIDENTIAL,500,2203.265,500,2203.265,0,0.0,0.0,0,0.0
NSW,2783,BUSINESS,11,67.0,11,67.0,0,0.0,0.0,0,0.0
NSW,2783,RESIDENTIAL,211,963.3,211,963.3,0,0.0,0.0,0,0.0
NSW,2784,RESIDENTIAL,122,506.7,122,506.7,0,0.0,0.0,0,0.0
NSW,2785,RESIDENTIAL,397,1667.685,397,1667.685,0,0.0,0.0,0,0.0
NSW,2786,RESIDENTIAL,104,413.2,104,413.2,0,0.0,0.0,0,0.0
NSW,2787,BUSINESS,21,231.0,21,231.0,0,0.0,0.0,0,0.0
NSW,2787,RESIDENTIAL,353,1662.4,351,1632.0,6,30.4,43.0,0,0.0
NSW,2790,BUSINESS,35,476.3,35,476.3,0,0.0,0.0,0,0.0
NSW,2790,RESIDENTIAL,891,4557.099,890,4551.099,0,0.0,0.0,1,6.0
NSW,2791,RESIDENTIAL,34,212.6,34,207.6,1,5.0,6.0,0,0.0
NSW,2792,RESIDENTIAL,38,272.3,38,272.3,0,0.0,0.0,0,0.0
NSW,2793,RESIDENTIAL,110,467.2,110,462.2,1,5.0,6.0,0,0.0
NSW,2794,BUSINESS,61,930.2,61,930.2,0,0.0,0.0,0,0.0
NSW,2794,RESIDENTIAL,857,3743.1,857,3696.1,10,47.0,88.0,0,0.0
NSW,2795,BUSINESS,169,3091.2,169,3086.2,1,5.0,9.0,0,0.0
NSW,2795,RESIDENTIAL,3152,14885.46,3149,14712.46,30,166.0,359.0,0,0.0
NSW,2797,RESIDENTIAL,47,220.8,47,220.8,0,0.0,0.0,0,0.0
NSW,2798,RESIDENTIAL,218,1115.5,218,1092.5,4,23.0,69.0,0,0.0
NSW,2799,BUSINESS,22,321.2,22,321.2,0,0.0,0.0,0,0.0
NSW,2799,RESIDENTIAL,262,1257.1,262,1230.1,6,27.0,47.0,0,0.0
NSW,2800,BUSINESS,214,4387.6,214,4382.6,1,5.0,5.0,0,0.0
NSW,2800,RESIDENTIAL,3282,15687.7,3282,15406.9,56,280.8,546.0,0,0.0
NSW,2803,RESIDENTIAL,48,240.4,48,240.4,0,0.0,0.0,0,0.0
NSW,2804,BUSINESS,25,231.2,25,231.2,0,0.0,0.0,0,0.0
NSW,2804,RESIDENTIAL,307,1329.2,307,1319.2,2,10.0,10.0,0,0.0
NSW,2805,RESIDENTIAL,37,142.3,37,142.3,0,0.0,0.0,0,0.0
NSW,2806,RESIDENTIAL,89,468.8,89,464.8,1,4.0,13.0,0,0.0
NSW,2807,RESIDENTIAL,57,239.0,57,239.0,0,0.0,0.0,0,0.0
NSW,2808,RESIDENTIAL,15,69.2,15,69.2,0,0.0,0.0,0,0.0
NSW,2809,RESIDENTIAL,20,105.1,20,105.1,0,0.0,0.0,0,0.0
NSW,2810,BUSINESS,20,308.9,20,308.9,0,0.0,0.0,0,0.0
NSW,2810,RESIDENTIAL,315,1492.0,315,1464.0,5,28.0,60.0,0,0.0
NSW,2818,RESIDENTIAL,122,536.0,122,531.0,1,5.0,10.0,0,0.0
NSW,2820,BUSINESS,30,405.3,30,405.3,0,0.0,0.0,0,0.0
NSW,2820,RESIDENTIAL,562,2366.5,562,2322.5,8,44.0,119.0,0,0.0
NSW,2821,BUSINESS,36,633.4,36,613.4,1,20.0,20.0,0,0.0
NSW,2821,RESIDENTIAL,707,3137.1,707,3132.1,1,5.0,6.0,0,0.0
NSW,2822,RESIDENTIAL,11,127.7,11,127.7,0,0.0,0.0,0,0.0
NSW,2823,RESIDENTIAL,178,896.9,178,896.9,0,0.0,0.0,0,0.0
NSW,2824,BUSINESS,24,336.2,24,336.2,0,0.0,0.0,0,0.0
NSW,2824,RESIDENTIAL,350,1536.4,350,1531.4,1,5.0,13.0,0,0.0
NSW,2825,BUSINESS,21,296.6,21,296.6,0,0.0,0.0,0,0.0
NSW,2825,RESIDENTIAL,275,1104.8,275,1104.8,0,0.0,0.0,0,0.0
NSW,2826,RESIDENTIAL,29,162.7,29,162.7,0,0.0,0.0,0,0.0
NSW,2827,BUSINESS,35,467.7,35,467.7,0,0.0,0.0,0,0.0
NSW,2827,RESIDENTIAL,491,1949.1,491,1939.1,1,10.0,27.0,0,0.0
NSW,2828,RESIDENTIAL,86,418.9,86,418.9,0,0.0,0.0,0,0.0
NSW,2829,BUSINESS,31,349.0,31,349.0,0,0.0,0.0,0,0.0
NSW,2829,RESIDENTIAL,390,1624.0,390,1624.0,0,0.0,0.0,0,0.0
NSW,2830,BUSINESS,276,4328.1,276,4328.1,0,0.0,0.0,0,0.0
NSW,2830,RESIDENTIAL,6182,21274.9,6182,21188.2,19,86.7,171.0,0,0.0
NSW,2831,BUSINESS,10,117.4,10,117.4,0,0.0,0.0,0,0.0
NSW,2831,RESIDENTIAL,332,1471.5,332,1466.5,1,5.0,19.0,0,0.0
NSW,2832,BUSINESS,22,222.5,22,222.5,0,0.0,0.0,0,0.0
NSW,2832,RESIDENTIAL,314,1280.3,314,1272.3,1,8.0,19.0,0,0.0
NSW,2833,RESIDENTIAL,80,338.1,80,338.1,0,0.0,0.0,0,0.0
NSW,2834,BUSINESS,38,198.4,38,198.4,0,0.0,0.0,0,0.0
NSW,2834,RESIDENTIAL,327,926.8,327,926.8,0,0.0,0.0,0,0.0
NSW,2835,BUSINESS,26,284.1,26,279.1,1,5.0,6.0,0,0.0
NSW,2835,RESIDENTIAL,582,2320.2,581,2299.2,4,21.0,80.0,0,0.0
NSW,2836,BUSINESS,20,127.1,20,127.1,0,0.0,0.0,0,0.0
NSW,2836,RESIDENTIAL,92,430.5,92,430.5,0,0.0,0.0,0,0.0
NSW,2839,RESIDENTIAL,126,549.0,126,549.0,0,0.0,0.0,0,0.0
NSW,2840,BUSINESS,34,323.2,34,323.2,0,0.0,0.0,0,0.0
NSW,2840,RESIDENTIAL,372,1789.4,372,1789.4,0,0.0,0.0,0,0.0
NSW,2842,RESIDENTIAL,105,409.4,105,409.4,0,0.0,0.0,0,0.0
NSW,2843,BUSINESS,21,203.4,21,203.4,0,0.0,0.0,0,0.0
NSW,2843,RESIDENTIAL,115,555.7,115,537.7,3,18.0,40.0,0,0.0
NSW,2844,BUSINESS,13,124.8,13,124.8,0,0.0,0.0,0,0.0
NSW,2844,RESIDENTIAL,158,663.7,158,653.7,2,10.0,19.0,0,0.0
NSW,2845,RESIDENTIAL,124,597.1,124,597.1,0,0.0,0.0,0,0.0
NSW,2846,RESIDENTIAL,30,160.0,30,160.0,0,0.0,0.0,0,0.0
NSW,2847,RESIDENTIAL,211,1164.2,211,1164.2,0,0.0,0.0,0,0.0
NSW,2848,BUSINESS,13,116.0,13,116.0,0,0.0,0.0,0,0.0
NSW,2848,RESIDENTIAL,109,567.3,108,562.3,0,0.0,0.0,1,5.0
NSW,2849,RESIDENTIAL,120,709.99,120,709.99,0,0.0,0.0,0,0.0
NSW,2850,BUSINESS,110,1838.2,110,1828.2,2,10.0,54.0,0,0.0
NSW,2850,RESIDENTIAL,1510,7846.0,1508,7730.4,23,111.0,225.0,0,0.0
NSW,2852,BUSINESS,33,426.3,33,426.3,0,0.0,0.0,0,0.0
NSW,2852,RESIDENTIAL,292,1367.7,292,1343.7,5,24.0,46.0,0,0.0
NSW,2864,RESIDENTIAL,101,498.9,101,493.9,1,5.0,6.0,0,0.0
NSW,2865,BUSINESS,11,135.3,11,135.3,0,0.0,0.0,0,0.0
NSW,2865,RESIDENTIAL,152,605.8,152,600.8,1,5.0,5.0,0,0.0
NSW,2866,BUSINESS,17,207.8,17,207.8,0,0.0,0.0,0,0.0
NSW,2866,RESIDENTIAL,276,1346.6,275,1334.6,4,11.0,33.0,0,0.0
NSW,2867,RESIDENTIAL,86,504.9,86,504.9,0,0.0,0.0,0,0.0
NSW,2868,RESIDENTIAL,71,331.6,71,324.6,2,7.0,23.0,0,0.0
NSW,2869,BUSINESS,18,272.8,18,272.8,0,0.0,0.0,0,0.0
NSW,2869,RESIDENTIAL,181,761.9,181,756.9,1,5.0,5.0,0,0.0
NSW,2870,BUSINESS,96,1289.1,96,1289.1,0,0.0,0.0,0,0.0
NSW,2870,RESIDENTIAL,1153,5581.8,1153,5572.8,2,9.0,23.0,0,0.0
NSW,2871,BUSINESS,62,1050.5,62,1050.5,0,0.0,0.0,0,0.0
NSW,2871,RESIDENTIAL,677,3329.9,677,3319.9,2,10.0,39.0,0,0.0
NSW,2873,BUSINESS,14,134.7,14,134.7,0,0.0,0.0,0,0.0
NSW,2873,RESIDENTIAL,109,495.4,109,495.4,0,0.0,0.0,0,0.0
NSW,2874,RESIDENTIAL,61,248.4,61,248.4,0,0.0,0.0,0,0.0
NSW,2875,RESIDENTIAL,102,518.7,102,518.7,0,0.0,0.0,0,0.0
NSW,2876,RESIDENTIAL,47,223.6,47,223.6,0,0.0,0.0,0,0.0
NSW,2877,BUSINESS,39,726.3,39,726.3,0,0.0,0.0,0,0.0
NSW,2877,RESIDENTIAL,435,2136.3,434,2132.3,1,4.0,6.0,0,0.0
NSW,2878,RESIDENTIAL,27,144.1,27,144.1,0,0.0,0.0,0,0.0
NSW,2879,RESIDENTIAL,131,492.6,131,488.3,1,4.3,1.0,0,0.0
NSW,2880,BUSINESS,167,2003.8,167,1993.8,1,10.0,14.0,0,0.0
NSW,2880,RESIDENTIAL,3118,9967.6,3118,9855.4,11,112.2,139.0,0,0.0
NSW,3585,RESIDENTIAL,18,93.5,18,93.5,0,0.0,0.0,0,0.0
NSW,3644,BUSINESS,15,329.4,15,329.4,0,0.0,0.0,0,0.0
NSW,3644,RESIDENTIAL,263,1248.2,263,1238.2,2,10.0,19.0,0,0.0
NSW,4383,RESIDENTIAL,29,102.9,29,102.9,0,0.0,0.0,0,0.0
NSW,<10 sites,<10 sites,929,19196.8,923,19029.3,16,168.5,179.2,0,0.0
QLD,4000,BUSINESS,52,5693.6,51,1243.6,0,0.0,0.0,1,4450.0
QLD,4000,RESIDENTIAL,186,868.1,182,808.1,10,60.0,93.6,0,0.0
QLD,4005,BUSINESS,31,1483.0,31,1483.0,0,0.0,0.0,0,0.0
QLD,4005,RESIDENTIAL,579,3196.38,578,3115.68,13,80.7,146.4,0,0.0
QLD,4006,BUSINESS,132,3191.3,132,3191.3,0,0.0,0.0,0,0.0
QLD,4006,RESIDENTIAL,178,1059.2,178,1024.6,4,34.6,59.7,0,0.0
QLD,4007,BUSINESS,47,1288.3,47,1288.3,0,0.0,0.0,0,0.0
QLD,4007,RESIDENTIAL,736,4223.97,731,4122.57,18,101.4,185.5,0,0.0
QLD,4008,RESIDENTIAL,31,126.3,31,126.3,0,0.0,0.0,0,0.0
QLD,4008,BUSINESS,35,2334.6,35,2334.6,0,0.0,0.0,0,0.0
QLD,4009,BUSINESS,51,6449.9,51,6449.9,0,0.0,0.0,0,0.0
QLD,4010,BUSINESS,34,677.1,34,677.1,0,0.0,0.0,0,0.0
QLD,4010,RESIDENTIAL,150,700.0,150,695.0,1,5.0,6.3,0,0.0
QLD,4011,BUSINESS,54,1019.0,54,1019.0,0,0.0,0.0,0,0.0
QLD,4011,RESIDENTIAL,1272,6765.16,1270,6664.66,19,100.5,261.8,0,0.0
QLD,4012,BUSINESS,53,630.3,53,630.3,0,0.0,0.0,0,0.0
QLD,4012,RESIDENTIAL,1918,9150.77,1917,8928.87,34,221.9,316.6,0,0.0
QLD,4013,BUSINESS,63,2173.1,63,2173.1,0,0.0,0.0,0,0.0
QLD,4013,RESIDENTIAL,471,2235.13,469,2172.53,10,62.7,97.3,0,0.0
QLD,4014,BUSINESS,105,2397.4,105,2397.4,0,0.0,0.0,0,0.0
QLD,4014,RESIDENTIAL,1894,8696.32,1894,8625.32,13,71.1,104.4,0,0.0
QLD,4017,,11,111.3,11,111.3,0,0.0,0.0,0,0.0
QLD,4017,BUSINESS,98,1871.2,98,1848.6,2,22.6,60.8,0,0.0
QLD,4017,RESIDENTIAL,5641,24582.19,5637,24297.69,48,284.6,456.1,0,0.0
QLD,4018,BUSINESS,20,1260.6,20,1260.6,0,0.0,0.0,0,0.0
QLD,4018,RESIDENTIAL,1719,7237.29,1719,7177.29,11,60.0,106.2,0,0.0
QLD,4019,BUSINESS,159,2426.86,159,2419.36,1,7.5,42.0,0,0.0
QLD,4019,RESIDENTIAL,2491,10899.9,2490,10771.5,15,128.5,127.0,0,0.0
QLD,4020,,19,122.0,19,122.0,0,0.0,0.0,0,0.0
QLD,4020,BUSINESS,67,840.0,67,826.2,2,13.8,14.6,0,0.0
QLD,4020,RESIDENTIAL,3359,16453.499,3350,16244.699,40,209.0,417.1,0,0.0
QLD,4021,BUSINESS,41,547.8,41,547.8,0,0.0,0.0,0,0.0
QLD,4021,RESIDENTIAL,1441,5847.83,1440,5799.43,9,48.4,77.1,0,0.0
QLD,4022,BUSINESS,22,973.1,22,973.1,0,0.0,0.0,0,0.0
QLD,4022,RESIDENTIAL,1088,4652.39,1087,4604.89,9,47.5,107.3,0,0.0
QLD,4030,BUSINESS,47,859.5,46,847.0,2,12.5,78.0,0,0.0
QLD,4030,RESIDENTIAL,1263,6385.425,1259,6254.125,24,131.4,238.1,0,0.0
QLD,4031,BUSINESS,53,1271.6,53,1271.6,0,0.0,0.0,0,0.0
QLD,4031,RESIDENTIAL,1269,6275.8,1265,6140.7,24,135.1,223.6,0,0.0
QLD,4032,BUSINESS,55,2030.0,55,2025.0,1,5.0,6.5,0,0.0
QLD,4032,RESIDENTIAL,1253,5725.2,1252,5646.2,16,79.0,166.3,0,0.0
QLD,4034,,12,170.2,12,170.2,0,0.0,0.0,0,0.0
QLD,4034,BUSINESS,160,3766.9,159,3757.3,2,9.6,24.9,0,0.0
QLD,4034,RESIDENTIAL,5843,25756.07,5837,25514.97,52,241.2,432.1,0,0.0
QLD,4035,,18,140.6,18,140.6,0,0.0,0.0,0,0.0
QLD,4035,BUSINESS,47,961.5,47,951.5,1,10.0,1.0,0,0.0
QLD,4035,RESIDENTIAL,4841,23885.539,4833,23570.339,55,315.6,706.7,0,0.0
QLD,4036,BUSINESS,18,929.7,18,929.7,0,0.0,0.0,0,0.0
QLD,4036,RESIDENTIAL,1118,4856.31,1117,4811.71,8,44.7,63.7,0,0.0
QLD,4037,RESIDENTIAL,1482,7426.38,1480,7359.18,12,67.2,114.6,0,0.0
QLD,4051,,10,106.8,10,106.8,0,0.0,0.0,0,0.0
QLD,4051,BUSINESS,100,1803.0,100,1773.1,1,29.9,9.5,0,0.0
QLD,4051,RESIDENTIAL,2697,13587.15,2688,13252.75,59,334.7,674.9,0,0.0
QLD,4053,,11,81.7,11,76.7,1,5.0,13.5,0,0.0
QLD,4053,BUSINESS,115,2235.2,115,2235.2,0,0.0,0.0,0,0.0
QLD,4053,RESIDENTIAL,5295,24021.51,5288,23701.91,61,315.6,585.8,0,0.0
QLD,4054,BUSINESS,19,336.1,19,336.1,0,0.0,0.0,0,0.0
QLD,4054,RESIDENTIAL,1896,7916.2,1895,7841.7,16,74.5,125.5,0,0.0
QLD,4055,BUSINESS,34,672.09,33,667.09,1,5.0,9.5,0,0.0
QLD,4055,RESIDENTIAL,3641,17137.59,3637,16888.19,48,249.4,471.4,0,0.0
QLD,4059,BUSINESS,50,1272.0,50,1270.0,1,2.0,1.0,0,0.0
QLD,4059,RESIDENTIAL,802,3821.8,800,3776.0,9,45.8,91.3,0,0.0
QLD,4060,BUSINESS,39,860.6,39,855.6,1,5.0,6.5,0,0.0
QLD,4060,RESIDENTIAL,1435,7391.42,1433,7202.32,28,189.1,275.1,0,0.0
QLD,4061,BUSINESS,29,316.0,29,316.0,0,0.0,0.0,0,0.0
QLD,4061,RESIDENTIAL,2539,11969.86,2532,11701.76,45,268.3,451.8,0,0.0
QLD,4064,BUSINESS,83,2419.484,83,2419.484,0,0.0,0.0,0,0.0
QLD,4064,RESIDENTIAL,884,4784.1,882,4632.4,26,151.9,290.9,0,0.0
QLD,4065,BUSINESS,24,329.3,24,329.3,0,0.0,0.0,0,0.0
QLD,4065,RESIDENTIAL,1117,5979.6,1114,5786.4,19,193.2,239.3,0,0.0
QLD,4066,BUSINESS,45,1306.5,45,1301.5,1,5.0,13.5,0,0.0
QLD,4066,RESIDENTIAL,967,4893.19,964,4791.99,19,101.5,231.9,0,0.0
QLD,4067,BUSINESS,19,767.96,18,267.96,1,500.0,2150.0,0,0.0
QLD,4067,RESIDENTIAL,555,2970.7,554,2869.7,10,101.0,107.0,0,0.0
QLD,4068,BUSINESS,45,1424.4,45,1424.4,0,0.0,0.0,0,0.0
QLD,4068,RESIDENTIAL,1854,9894.455,1843,9590.655,42,303.8,510.4,0,0.0
QLD,4069,BUSINESS,68,1666.8,68,1664.3,1,2.5,9.5,0,0.0
QLD,4069,RESIDENTIAL,5261,28416.079,5249,27786.779,92,629.4,965.4,0,0.0
QLD,4070,BUSINESS,29,239.2,29,239.2,0,0.0,0.0,0,0.0
QLD,4070,RESIDENTIAL,2213,11218.24,2209,11061.34,27,156.9,258.3,0,0.0
QLD,4073,BUSINESS,75,1326.6,75,1326.6,0,0.0,0.0,0,0.0
QLD,4073,RESIDENTIAL,1586,7336.4,1586,7260.7,16,75.7,140.4,0,0.0
QLD,4074,BUSINESS,118,2854.1,118,2854.1,0,0.0,0.0,0,0.0
QLD,4074,RESIDENTIAL,4183,18778.69,4179,18580.59,38,198.0,346.3,0,0.0
QLD,4075,BUSINESS,83,3950.1,82,3945.1,1,5.0,11.0,0,0.0
QLD,4075,RESIDENTIAL,2875,13744.78,2870,13504.28,38,240.4,436.9,0,0.0
QLD,4076,BUSINESS,161,8633.6,160,7905.6,3,156.0,53.5,1,572.0
QLD,4076,RESIDENTIAL,635,2695.4,634,2658.4,8,37.0,58.6,0,0.0
QLD,4077,BUSINESS,114,3634.72,114,3629.72,1,5.0,18.6,0,0.0
QLD,4077,RESIDENTIAL,3718,15842.55,3714,15751.85,18,90.7,170.3,0,0.0
QLD,4078,BUSINESS,31,395.5,31,390.5,1,5.0,6.3,0,0.0
QLD,4078,RESIDENTIAL,4089,17902.799,4084,17743.999,32,158.9,301.0,0,0.0
QLD,4101,BUSINESS,106,2911.6,106,2886.6,1,25.0,13.5,0,0.0
QLD,4101,RESIDENTIAL,1023,4692.4,1017,4623.9,14,68.5,159.2,0,0.0
QLD,4102,BUSINESS,61,1234.7,61,1223.7,1,11.0,11.0,0,0.0
QLD,4102,RESIDENTIAL,469,2165.2,467,2135.2,6,30.0,59.1,0,0.0
QLD,4103,BUSINESS,32,407.1,31,402.1,1,5.0,10.0,0,0.0
QLD,4103,RESIDENTIAL,1198,5339.939,1197,5234.839,18,105.1,154.9,0,0.0
QLD,4104,BUSINESS,20,379.9,20,379.9,0,0.0,0.0,0,0.0
QLD,4104,RESIDENTIAL,572,3055.1,570,2954.4,14,100.7,175.8,0,0.0
QLD,4105,BUSINESS,73,1262.5,73,1262.5,0,0.0,0.0,0,0.0
QLD,4105,RESIDENTIAL,1330,6034.59,1330,5943.39,19,91.2,139.6,0,0.0
QLD,4106,BUSINESS,108,4766.7,108,4766.7,0,0.0,0.0,0,0.0
QLD,4106,RESIDENTIAL,232,1187.7,232,1187.7,0,0.0,0.0,0,0.0
QLD,4107,BUSINESS,75,1944.6,75,1934.6,1,10.0,19.0,0,0.0
QLD,4107,RESIDENTIAL,912,4317.0,909,4252.0,12,65.0,107.2,0,0.0
QLD,4108,BUSINESS,203,3509.335,203,3479.335,1,30.0,6.5,0,0.0
QLD,4108,RESIDENTIAL,749,3354.6,749,3311.5,9,43.1,89.5,0,0.0
QLD,4109,BUSINESS,87,1269.2,87,1269.2,0,0.0,0.0,0,0.0
