state,postcode,NMI_Bus_res,Sum of Num_DER_Connections,Sum of Installed_DER_capacity_kVA,Sum of Solar_Connections,Sum of Solar_capacity_kVA,Sum of Battery_Connections,Sum of Battery_capacity_kVA,Sum of Battery_Storage_kVAh,Sum of Num_Other_Connections,Sum of Installed_OtherDER_capacity_kVA
ACT,2609,RESIDENTIAL,15,96.6,15,86.6,1,10.0,10.5,0,0.0
ACT,2611,BUSINESS,35,1543.5,34,913.5,0,0.0,0.0,1,630.0
ACT,2611,RESIDENTIAL,3003,14527.334,2993,13529.634,163,989.9,1606.4,0,0.0
ACT,2612,BUSINESS,21,596.4,21,596.4,0,0.0,0.0,0,0.0
ACT,2612,RESIDENTIAL,464,2424.6,463,2175.5,36,249.1,388.9,0,0.0
ACT,2614,BUSINESS,24,338.4,24,338.4,0,0.0,0.0,0,0.0
ACT,2614,RESIDENTIAL,1680,7599.6,1673,7091.7,92,508.1,1003.6,0,0.0
ACT,2615,BUSINESS,32,1098.9,31,793.9,1,5.0,14.0,1,300.0
ACT,2615,RESIDENTIAL,3767,16910.259,3750,15950.459,153,947.9,1686.5,0,0.0
ACT,2617,BUSINESS,51,1272.8,50,1186.3,1,25.0,9.8,1,61.5
ACT,2617,RESIDENTIAL,2208,10172.75,2199,9663.15,89,505.6,876.9,0,0.0
ACT,2618,RESIDENTIAL,34,271.8,34,246.8,4,25.0,57.8,0,0.0
ACT,2620,BUSINESS,35,901.1,35,901.1,0,0.0,0.0,0,0.0
ACT,2620,RESIDENTIAL,34,214.0,34,214.0,0,0.0,0.0,0,0.0
ACT,2900,BUSINESS,22,2178.8,20,528.8,0,0.0,0.0,2,1650.0
ACT,2900,,10,31280.0,10,31280.0,0,0.0,0.0,0,0.0
ACT,2900,RESIDENTIAL,116,535.1,116,504.1,6,31.0,75.9,0,0.0
ACT,2902,RESIDENTIAL,1481,6788.0,1480,6491.4,48,296.8,496.7,0,0.0
ACT,2903,BUSINESS,19,248.6,19,248.6,0,0.0,0.0,0,0.0
ACT,2903,RESIDENTIAL,811,3752.52,806,3568.12,29,175.4,282.7,0,0.0
ACT,2904,BUSINESS,10,172.3,10,172.3,0,0.0,0.0,0,0.0
ACT,2904,RESIDENTIAL,1344,5535.1,1341,5250.1,41,285.2,463.6,0,0.0
ACT,2905,BUSINESS,27,548.2,27,548.2,0,0.0,0.0,0,0.0
ACT,2905,RESIDENTIAL,2370,10700.66,2361,10278.56,68,422.2,639.1,0,0.0
ACT,2906,BUSINESS,20,555.1,20,555.1,0,0.0,0.0,0,0.0
ACT,2906,RESIDENTIAL,1397,6297.364,1391,6024.664,39,272.7,458.3,0,0.0
ACT,2911,BUSINESS,66,1594.6,66,1589.6,1,5.0,4.5,0,0.0
ACT,2911,RESIDENTIAL,275,1684.0,274,1577.6,16,106.4,191.0,0,0.0
ACT,2912,BUSINESS,35,2013.3,34,1818.3,0,0.0,0.0,1,195.0
ACT,2912,RESIDENTIAL,275,1277.7,274,1229.1,10,45.0,103.2,0,0.0
ACT,2913,BUSINESS,16,362.5,16,362.5,0,0.0,0.0,0,0.0
ACT,2913,RESIDENTIAL,2511,11638.6,2506,11106.6,81,532.3,876.3,0,0.0
ACT,2914,BUSINESS,13,367.2,13,362.2,1,5.0,14.0,0,0.0
ACT,2914,RESIDENTIAL,2044,11033.074,2039,10315.974,108,709.4,1279.8,0,0.0
NSW,2000,BUSINESS,74,1011.1,74,1011.1,0,0.0,0.0,0,0.0
NSW,2000,RESIDENTIAL,17,84.4,17,84.4,0,0.0,0.0,0,0.0
NSW,2007,BUSINESS,16,616.5,16,616.5,0,0.0,0.0,0,0.0
NSW,2007,RESIDENTIAL,10,34.5,10,34.5,0,0.0,0.0,0,0.0
NSW,2008,BUSINESS,14,351.8,14,346.8,1,5.0,9.8,0,0.0
NSW,2008,RESIDENTIAL,54,170.4,54,160.4,2,10.0,20.9,0,0.0
NSW,2009,BUSINESS,12,497.9,12,497.9,0,0.0,0.0,0,0.0
NSW,2009,RESIDENTIAL,12,39.7,12,39.7,0,0.0,0.0,0,0.0
NSW,2010,BUSINESS,40,615.4,40,601.4,1,14.0,5.0,0,0.0
NSW,2010,RESIDENTIAL,115,361.5,113,340.9,4,20.6,33.6,0,0.0
NSW,2011,BUSINESS,11,244.9,11,244.9,0,0.0,0.0,0,0.0
NSW,2011,RESIDENTIAL,24,110.1,24,86.9,2,23.2,21.8,0,0.0
NSW,2015,BUSINESS,93,4797.18,92,4532.18,2,265.0,507.4,0,0.0
NSW,2015,RESIDENTIAL,143,516.1,141,496.1,4,20.0,42.8,0,0.0
NSW,2016,BUSINESS,21,431.4,21,431.4,0,0.0,0.0,0,0.0
NSW,2016,RESIDENTIAL,99,377.1,98,342.7,6,34.4,58.8,0,0.0
NSW,2017,BUSINESS,35,798.1,35,798.1,0,0.0,0.0,0,0.0
NSW,2017,RESIDENTIAL,32,89.7,32,89.7,0,0.0,0.0,0,0.0
NSW,2018,BUSINESS,48,699.7,48,699.7,0,0.0,0.0,0,0.0
NSW,2018,RESIDENTIAL,260,1120.2,257,1051.7,11,68.4,108.8,0,0.0
NSW,2019,BUSINESS,64,1830.8,64,1730.8,2,100.0,9.6,0,0.0
NSW,2019,RESIDENTIAL,253,1094.5,252,1051.1,6,43.4,68.9,0,0.0
NSW,2020,BUSINESS,27,962.0,27,962.0,0,0.0,0.0,0,0.0
NSW,2020,RESIDENTIAL,267,1118.0,267,1067.6,7,50.4,63.6,0,0.0
NSW,2021,BUSINESS,21,243.1,21,243.1,0,0.0,0.0,0,0.0
NSW,2021,RESIDENTIAL,184,846.66,184,754.56,13,92.0,98.8,0,0.0
NSW,2022,BUSINESS,11,281.9,11,281.9,0,0.0,0.0,0,0.0
NSW,2022,RESIDENTIAL,234,1048.9,229,956.7,14,92.2,194.8,0,0.0
NSW,2023,BUSINESS,12,202.2,12,177.2,1,25.0,26.2,0,0.0
NSW,2023,RESIDENTIAL,166,1182.8,164,1108.0,9,74.8,87.3,0,0.0
NSW,2024,BUSINESS,23,607.1,23,607.1,0,0.0,0.0,0,0.0
NSW,2024,RESIDENTIAL,354,1746.62,344,1578.82,32,167.8,282.6,0,0.0
NSW,2025,BUSINESS,14,156.2,14,156.2,0,0.0,0.0,0,0.0
NSW,2025,RESIDENTIAL,106,554.1,102,495.1,11,59.0,120.9,0,0.0
NSW,2026,BUSINESS,26,1758.0,25,342.0,0,0.0,0.0,1,1416.0
NSW,2026,RESIDENTIAL,489,2355.08,485,2161.68,28,193.6,330.5,0,0.0
NSW,2027,BUSINESS,10,176.5,10,176.5,0,0.0,0.0,0,0.0
NSW,2027,RESIDENTIAL,48,304.8,48,269.8,4,35.0,50.5,0,0.0
NSW,2028,RESIDENTIAL,60,488.7,60,397.8,8,91.0,86.3,0,0.0
NSW,2029,RESIDENTIAL,165,971.9,164,909.5,7,62.4,71.4,0,0.0
NSW,2030,BUSINESS,11,202.0,11,189.5,1,12.5,28.0,0,0.0
NSW,2030,RESIDENTIAL,371,2427.56,362,2154.16,34,273.5,329.3,0,0.0
NSW,2031,BUSINESS,42,771.4,42,771.4,0,0.0,0.0,0,0.0
NSW,2031,RESIDENTIAL,620,2957.38,612,2768.28,28,189.0,297.3,0,0.0
NSW,2032,BUSINESS,14,185.6,14,185.6,0,0.0,0.0,0,0.0
NSW,2032,RESIDENTIAL,331,1525.75,331,1465.35,9,60.4,56.4,0,0.0
NSW,2033,BUSINESS,17,3079.7,14,1329.7,1,250.0,500.0,2,1500.0
NSW,2033,RESIDENTIAL,156,826.6,155,762.0,11,64.7,115.3,0,0.0
NSW,2034,BUSINESS,14,156.4,14,156.4,0,0.0,0.0,0,0.0
NSW,2034,RESIDENTIAL,392,1970.26,386,1859.16,19,111.0,197.7,0,0.0
NSW,2035,BUSINESS,25,537.1,25,537.1,0,0.0,0.0,0,0.0
NSW,2035,RESIDENTIAL,900,4041.4,891,3901.8,27,139.6,294.5,0,0.0
NSW,2036,BUSINESS,49,1027.8,49,1027.8,0,0.0,0.0,0,0.0
NSW,2036,RESIDENTIAL,956,4518.76,951,4378.56,27,140.2,227.8,0,0.0
NSW,2037,BUSINESS,25,320.7,25,320.7,0,0.0,0.0,0,0.0
NSW,2037,RESIDENTIAL,240,948.1,238,869.7,13,78.3,114.6,0,0.0
NSW,2038,BUSINESS,19,233.0,19,233.0,0,0.0,0.0,0,0.0
NSW,2038,RESIDENTIAL,293,1129.08,288,1049.68,14,79.5,164.2,0,0.0
NSW,2039,BUSINESS,14,170.6,14,170.6,0,0.0,0.0,0,0.0
NSW,2039,RESIDENTIAL,192,700.399,192,658.899,6,41.5,47.1,0,0.0
NSW,2040,BUSINESS,52,1282.1,52,1282.1,0,0.0,0.0,0,0.0
NSW,2040,RESIDENTIAL,692,2745.9,687,2631.3,21,114.6,172.0,0,0.0
NSW,2041,BUSINESS,15,114.9,15,114.9,0,0.0,0.0,0,0.0
NSW,2041,RESIDENTIAL,435,1652.3,429,1567.0,17,85.3,173.7,0,0.0
NSW,2042,BUSINESS,33,480.8,33,449.6,2,31.2,48.9,0,0.0
NSW,2042,RESIDENTIAL,436,1509.95,436,1479.45,4,30.4,40.6,0,0.0
NSW,2043,BUSINESS,11,280.8,11,280.8,0,0.0,0.0,0,0.0
NSW,2043,RESIDENTIAL,114,359.2,112,342.2,3,17.0,41.0,0,0.0
NSW,2044,BUSINESS,44,2156.2,44,2142.4,1,13.8,6.0,0,0.0
NSW,2044,RESIDENTIAL,325,1128.9,323,1094.9,6,34.0,66.3,0,0.0
NSW,2045,RESIDENTIAL,251,1523.955,246,1374.555,24,149.3,253.0,0,0.0
NSW,2046,BUSINESS,37,1296.0,37,1296.0,0,0.0,0.0,0,0.0
NSW,2046,RESIDENTIAL,718,3434.28,711,3284.68,27,149.6,249.1,0,0.0
NSW,2047,BUSINESS,10,85.8,10,85.8,0,0.0,0.0,0,0.0
NSW,2047,RESIDENTIAL,221,1018.5,216,954.2,12,64.3,133.4,0,0.0
NSW,2048,BUSINESS,11,331.8,11,331.8,0,0.0,0.0,0,0.0
NSW,2048,RESIDENTIAL,189,735.0,189,699.9,5,35.1,48.7,0,0.0
NSW,2049,BUSINESS,17,287.1,17,287.1,0,0.0,0.0,0,0.0
NSW,2049,RESIDENTIAL,289,1114.13,288,1062.23,11,51.9,67.3,0,0.0
NSW,2050,BUSINESS,56,383.1,56,383.1,0,0.0,0.0,0,0.0
NSW,2050,RESIDENTIAL,94,326.0,91,295.7,7,30.3,72.6,0,0.0
NSW,2060,BUSINESS,23,427.2,23,427.2,0,0.0,0.0,0,0.0
NSW,2060,RESIDENTIAL,140,658.2,139,610.4,9,47.9,92.7,0,0.0
NSW,2061,RESIDENTIAL,14,59.4,14,48.4,2,11.0,23.8,0,0.0
NSW,2062,RESIDENTIAL,132,636.2,130,579.2,11,57.0,105.7,0,0.0
NSW,2063,RESIDENTIAL,327,1876.3,318,1749.0,18,127.2,192.5,0,0.0
NSW,2064,BUSINESS,62,1677.9,62,1669.2,1,8.6,7.4,0,0.0
NSW,2064,RESIDENTIAL,176,886.6,174,825.8,13,60.8,138.5,0,0.0
NSW,2065,BUSINESS,39,871.4,39,871.4,0,0.0,0.0,0,0.0
NSW,2065,RESIDENTIAL,508,2265.74,505,2145.14,22,120.6,179.7,0,0.0
NSW,2066,BUSINESS,50,945.2,50,945.2,0,0.0,0.0,0,0.0
NSW,2066,RESIDENTIAL,1071,5506.74,1063,5136.04,64,370.8,596.9,0,0.0
NSW,2067,BUSINESS,37,976.8,37,976.8,0,0.0,0.0,0,0.0
NSW,2067,RESIDENTIAL,566,2487.5,560,2349.6,23,137.8,224.5,0,0.0
NSW,2068,BUSINESS,24,548.5,23,375.5,0,0.0,0.0,1,173.0
NSW,2068,RESIDENTIAL,773,4129.1,764,3834.4,43,294.8,425.1,0,0.0
NSW,2069,BUSINESS,18,329.3,18,329.3,0,0.0,0.0,0,0.0
NSW,2069,RESIDENTIAL,625,3294.7,620,3078.0,32,216.6,310.4,0,0.0
NSW,2070,BUSINESS,12,147.7,12,142.3,1,5.4,5.0,0,0.0
NSW,2070,RESIDENTIAL,593,3433.18,583,3090.58,47,342.6,459.4,0,0.0
NSW,2071,RESIDENTIAL,512,3018.7,509,2884.7,19,134.1,251.2,0,0.0
NSW,2072,RESIDENTIAL,216,1273.0,216,1197.5,11,75.6,121.7,0,0.0
NSW,2073,BUSINESS,24,762.0,23,757.0,1,5.0,14.0,0,0.0
NSW,2073,RESIDENTIAL,705,3987.81,698,3778.11,31,209.8,303.8,0,0.0
NSW,2074,BUSINESS,22,412.7,22,412.7,0,0.0,0.0,0,0.0
NSW,2074,RESIDENTIAL,1076,5602.35,1068,5284.95,51,317.4,507.0,0,0.0
NSW,2075,BUSINESS,14,328.6,14,321.1,1,7.5,14.0,0,0.0
NSW,2075,RESIDENTIAL,879,5023.01,872,4750.01,45,273.0,444.9,0,0.0
NSW,2076,BUSINESS,20,806.0,20,806.0,0,0.0,0.0,0,0.0
NSW,2076,RESIDENTIAL,1006,5009.86,994,4769.16,33,240.8,358.7,0,0.0
NSW,2077,BUSINESS,55,1255.1,55,1231.1,3,24.0,26.5,0,0.0
NSW,2077,RESIDENTIAL,1287,5867.8,1279,5713.8,27,154.1,255.1,0,0.0
NSW,2079,RESIDENTIAL,458,2122.7,455,2060.1,10,62.6,139.3,0,0.0
NSW,2080,BUSINESS,16,333.1,16,333.1,0,0.0,0.0,0,0.0
NSW,2080,RESIDENTIAL,122,559.2,122,554.0,1,5.2,6.2,0,0.0
NSW,2081,RESIDENTIAL,425,1811.5,422,1732.8,12,78.7,114.3,0,0.0
NSW,2082,RESIDENTIAL,400,1903.6,397,1844.7,8,58.9,105.5,0,0.0
NSW,2083,BUSINESS,14,156.1,14,156.1,0,0.0,0.0,0,0.0
NSW,2083,RESIDENTIAL,153,776.0,153,733.0,6,43.0,51.2,0,0.0
NSW,2084,BUSINESS,15,324.3,15,324.3,0,0.0,0.0,0,0.0
NSW,2084,RESIDENTIAL,230,1528.8,228,1295.5,26,233.5,255.7,0,0.0
NSW,2085,BUSINESS,19,453.6,19,453.6,0,0.0,0.0,0,0.0
NSW,2085,RESIDENTIAL,781,3463.62,773,3338.32,23,125.3,227.9,0,0.0
NSW,2086,BUSINESS,17,483.1,17,478.1,1,5.0,13.5,0,0.0
NSW,2086,RESIDENTIAL,774,3563.3,770,3406.7,28,156.6,237.7,0,0.0
NSW,2087,BUSINESS,10,274.3,10,274.3,0,0.0,0.0,0,0.0
NSW,2087,RESIDENTIAL,751,3555.2,745,3424.8,23,130.4,218.7,0,0.0
NSW,2088,BUSINESS,25,415.2,25,410.2,1,5.0,13.5,0,0.0
NSW,2088,RESIDENTIAL,691,4008.415,682,3652.215,51,356.1,563.8,0,0.0
NSW,2089,RESIDENTIAL,75,398.6,74,351.6,8,47.0,89.9,0,0.0
NSW,2090,RESIDENTIAL,183,833.35,181,771.45,11,61.9,95.8,0,0.0
NSW,2092,BUSINESS,15,309.6,15,309.6,0,0.0,0.0,0,0.0
NSW,2092,RESIDENTIAL,380,2014.260001,374,1885.660001,23,128.6,203.1,0,0.0
NSW,2093,BUSINESS,25,703.67,25,678.67,2,25.0,16.7,0,0.0
NSW,2093,RESIDENTIAL,900,4578.5,893,4302.3,43,276.3,433.6,0,0.0
NSW,2094,RESIDENTIAL,167,772.1,164,681.6,16,90.6,182.1,0,0.0
NSW,2095,BUSINESS,25,2424.4,24,316.4,1,8.0,5.8,1,2100.0
NSW,2095,RESIDENTIAL,293,1569.3,289,1356.8,32,212.6,353.7,0,0.0
NSW,2096,BUSINESS,16,186.3,16,176.3,1,10.0,13.5,0,0.0
NSW,2096,RESIDENTIAL,485,2410.0,481,2213.3,28,196.8,289.4,0,0.0
NSW,2097,RESIDENTIAL,700,3086.56,694,2995.96,16,90.5,179.2,0,0.0
NSW,2099,BUSINESS,45,1207.7,44,807.7,0,0.0,0.0,1,400.0
NSW,2099,RESIDENTIAL,1308,5901.8,1304,5653.4,42,248.4,378.0,0,0.0
NSW,2100,BUSINESS,85,2362.1,85,2307.1,2,55.0,17.8,0,0.0
NSW,2100,RESIDENTIAL,1082,5194.3,1077,4950.6,41,243.8,390.0,0,0.0
NSW,2101,BUSINESS,29,373.6,29,367.6,1,6.0,7.4,0,0.0
NSW,2101,RESIDENTIAL,736,3468.5,730,3278.0,30,190.5,300.9,0,0.0
NSW,2102,BUSINESS,22,1380.6,21,608.6,0,0.0,0.0,1,772.0
NSW,2102,RESIDENTIAL,426,1727.55,423,1673.55,11,54.0,93.2,0,0.0
NSW,2103,BUSINESS,31,730.5,31,730.5,0,0.0,0.0,0,0.0
NSW,2103,RESIDENTIAL,459,2203.3,452,2067.4,23,136.1,214.1,0,0.0
NSW,2104,RESIDENTIAL,182,980.2,180,931.7,9,48.5,97.6,0,0.0
NSW,2105,RESIDENTIAL,99,601.4,97,491.5,18,109.9,199.4,0,0.0
NSW,2106,RESIDENTIAL,328,1543.2,323,1438.6,18,104.6,187.2,0,0.0
NSW,2107,BUSINESS,22,372.1,21,367.1,1,5.0,14.0,0,0.0
NSW,2107,RESIDENTIAL,673,3517.22,669,3242.62,44,274.7,442.4,0,0.0
NSW,2108,RESIDENTIAL,94,481.2,92,434.2,9,47.1,85.5,0,0.0
NSW,2110,BUSINESS,11,210.7,11,210.7,0,0.0,0.0,0,0.0
NSW,2110,RESIDENTIAL,330,1804.5,327,1654.2,22,150.2,221.2,0,0.0
NSW,2111,BUSINESS,25,374.1,25,374.1,0,0.0,0.0,0,0.0
NSW,2111,RESIDENTIAL,540,2677.83,536,2605.23,11,72.6,105.0,0,0.0
NSW,2112,BUSINESS,23,630.6,23,630.6,0,0.0,0.0,0,0.0
NSW,2112,RESIDENTIAL,1032,4867.4,1027,4737.4,22,130.1,223.8,0,0.0
NSW,2113,BUSINESS,35,1660.7,35,1660.7,0,0.0,0.0,0,0.0
NSW,2113,RESIDENTIAL,705,3256.6,702,3152.7,17,104.2,136.0,0,0.0
NSW,2114,BUSINESS,30,463.1,30,433.6,4,29.5,30.1,0,0.0
NSW,2114,RESIDENTIAL,719,3095.48,718,3039.98,9,55.4,98.6,0,0.0
NSW,2115,RESIDENTIAL,311,1463.2,311,1463.2,0,0.0,0.0,0,0.0
NSW,2116,BUSINESS,37,433.7,36,403.8,0,0.0,0.0,1,29.9
NSW,2116,RESIDENTIAL,183,962.4,183,962.4,0,0.0,0.0,0,0.0
NSW,2117,BUSINESS,14,295.9,14,295.9,0,0.0,0.0,0,0.0
NSW,2117,RESIDENTIAL,604,2960.8,604,2960.8,0,0.0,0.0,0,0.0
NSW,2118,BUSINESS,16,84.9,16,84.9,0,0.0,0.0,0,0.0
NSW,2118,RESIDENTIAL,1129,5906.98,1129,5893.98,2,13.0,9.9,0,0.0
NSW,2119,RESIDENTIAL,597,2986.32,594,2861.12,19,125.1,169.4,0,0.0
NSW,2120,BUSINESS,42,1147.8,41,1139.6,1,8.2,4.1,0,0.0
NSW,2120,RESIDENTIAL,1039,4950.8,1037,4761.9,24,189.0,280.0,0,0.0
NSW,2121,BUSINESS,22,204.2,22,204.2,0,0.0,0.0,0,0.0
NSW,2121,RESIDENTIAL,1175,5243.9,1172,5173.1,15,70.8,112.8,0,0.0
NSW,2122,BUSINESS,34,695.3,34,695.3,0,0.0,0.0,0,0.0
NSW,2122,RESIDENTIAL,1155,4629.055,1152,4578.855,10,50.3,73.7,0,0.0
NSW,2125,RESIDENTIAL,1096,5863.99,1096,5859.29,1,4.7,6.0,0,0.0
NSW,2126,RESIDENTIAL,1448,6237.47,1438,6119.47,23,118.0,236.0,0,0.0
NSW,2127,BUSINESS,35,2145.6,34,1625.6,0,0.0,0.0,1,520.0
NSW,2127,RESIDENTIAL,1106,1096.0,1106,1096.0,0,0.0,0.0,0,0.0
NSW,2128,BUSINESS,68,2825.9,68,2825.9,0,0.0,0.0,0,0.0
NSW,2128,RESIDENTIAL,37,149.9,37,144.9,1,5.0,14.0,0,0.0
NSW,2130,RESIDENTIAL,136,537.7,133,517.2,5,20.5,50.5,0,0.0
NSW,2131,BUSINESS,25,721.7,25,721.7,0,0.0,0.0,0,0.0
NSW,2131,RESIDENTIAL,426,1718.5,425,1660.4,11,58.1,122.0,0,0.0
NSW,2132,RESIDENTIAL,331,1323.6,330,1294.1,6,29.5,52.8,0,0.0
NSW,2133,RESIDENTIAL,310,1252.7,309,1222.4,5,30.3,41.0,0,0.0
NSW,2134,BUSINESS,23,487.9,23,487.9,0,0.0,0.0,0,0.0
NSW,2134,RESIDENTIAL,258,1033.4,256,1010.9,6,22.5,68.5,0,0.0
NSW,2135,BUSINESS,26,734.0,26,734.0,0,0.0,0.0,0,0.0
NSW,2135,RESIDENTIAL,749,3841.8,745,3750.0,16,91.9,159.2,0,0.0
NSW,2136,BUSINESS,26,816.5,26,816.5,0,0.0,0.0,0,0.0
NSW,2136,RESIDENTIAL,228,956.3,227,910.4,6,46.0,63.8,0,0.0
NSW,2137,BUSINESS,30,515.3,30,515.3,0,0.0,0.0,0,0.0
NSW,2137,RESIDENTIAL,740,3470.5,734,3311.5,24,159.0,263.9,0,0.0
NSW,2138,BUSINESS,27,2072.9,27,2072.9,0,0.0,0.0,0,0.0
NSW,2138,RESIDENTIAL,344,1523.7,341,1489.0,7,34.6,64.4,0,0.0
NSW,2140,BUSINESS,34,4125.4,34,4125.4,0,0.0,0.0,0,0.0
NSW,2140,RESIDENTIAL,125,445.2,123,430.2,3,15.0,42.0,0,0.0
NSW,2141,BUSINESS,45,1576.5,45,1551.5,1,25.0,7.4,0,0.0
NSW,2141,RESIDENTIAL,1074,3881.7,1072,3847.6,7,34.1,67.9,0,0.0
NSW,2142,BUSINESS,36,284.3,36,284.3,0,0.0,0.0,0,0.0
NSW,2142,RESIDENTIAL,522,2320.9,522,2320.9,0,0.0,0.0,0,0.0
NSW,2143,BUSINESS,26,587.59,26,579.39,1,8.2,7.4,0,0.0
NSW,2143,RESIDENTIAL,401,1513.4,401,1495.2,3,18.2,19.8,0,0.0
NSW,2144,BUSINESS,86,2824.4,85,2819.4,1,5.0,14.0,0,0.0
NSW,2144,RESIDENTIAL,871,3268.5,871,3224.1,6,44.5,53.3,0,0.0
NSW,2145,BUSINESS,90,1357.4,89,1357.1,0,0.0,0.0,1,0.3
NSW,2145,RESIDENTIAL,2872,13781.1,2872,13781.1,0,0.0,0.0,0,0.0
NSW,2146,BUSINESS,23,323.6,23,323.6,0,0.0,0.0,0,0.0
NSW,2146,RESIDENTIAL,845,3724.92,845,3724.92,0,0.0,0.0,0,0.0
NSW,2147,BUSINESS,78,690.4,78,690.4,0,0.0,0.0,0,0.0
NSW,2147,RESIDENTIAL,2192,9675.45,2192,9675.45,0,0.0,0.0,0,0.0
NSW,2148,BUSINESS,141,1805.2,138,1674.9,0,0.0,0.0,3,130.3
NSW,2148,RESIDENTIAL,2999,13196.95,2999,13196.95,0,0.0,0.0,0,0.0
NSW,2150,BUSINESS,31,330.7,31,330.7,0,0.0,0.0,0,0.0
NSW,2150,RESIDENTIAL,156,770.4,156,770.4,0,0.0,0.0,0,0.0
NSW,2151,BUSINESS,29,175.8,29,175.8,0,0.0,0.0,0,0.0
NSW,2151,RESIDENTIAL,607,2996.8,607,2996.8,0,0.0,0.0,0,0.0
NSW,2152,RESIDENTIAL,389,1759.8,389,1759.8,0,0.0,0.0,0,0.0
NSW,2153,BUSINESS,44,559.0,44,559.0,0,0.0,0.0,0,0.0
NSW,2153,RESIDENTIAL,3532,18248.115,3532,18248.115,0,0.0,0.0,0,0.0
NSW,2154,BUSINESS,31,399.3,31,399.3,0,0.0,0.0,0,0.0
NSW,2154,RESIDENTIAL,2196,11413.03,2193,11347.83,12,65.2,124.8,0,0.0
NSW,2155,BUSINESS,39,524.3,39,524.3,0,0.0,0.0,0,0.0
NSW,2155,RESIDENTIAL,4465,25844.625,4463,25818.625,0,0.0,0.0,2,26.0
NSW,2156,BUSINESS,20,86.0,20,86.0,0,0.0,0.0,0,0.0
NSW,2156,RESIDENTIAL,888,4757.89,888,4757.89,0,0.0,0.0,0,0.0
NSW,2157,RESIDENTIAL,235,1305.7,234,1300.7,1,5.0,14.0,0,0.0
NSW,2158,BUSINESS,26,684.1,26,640.1,2,44.0,38.4,0,0.0
NSW,2158,RESIDENTIAL,459,2627.2,454,2572.9,8,54.0,74.6,1,0.3
NSW,2159,BUSINESS,14,277.4,14,277.4,0,0.0,0.0,0,0.0
NSW,2159,RESIDENTIAL,385,2490.22,381,2400.22,14,90.0,179.2,0,0.0
NSW,2160,BUSINESS,24,153.4,24,153.4,0,0.0,0.0,0,0.0
NSW,2160,RESIDENTIAL,847,3945.9,847,3945.9,0,0.0,0.0,0,0.0
NSW,2161,BUSINESS,66,1206.8,66,1206.8,0,0.0,0.0,0,0.0
NSW,2161,RESIDENTIAL,856,3932.4,856,3932.4,0,0.0,0.0,0,0.0
NSW,2162,BUSINESS,39,700.9,39,700.9,0,0.0,0.0,0,0.0
NSW,2162,RESIDENTIAL,760,2896.8,759,2871.5,5,25.3,46.1,0,0.0
NSW,2163,BUSINESS,35,944.6,35,944.6,0,0.0,0.0,0,0.0
NSW,2163,RESIDENTIAL,264,1215.3,264,1212.8,1,2.5,7.4,0,0.0
NSW,2164,BUSINESS,183,4940.5,182,4830.5,0,0.0,0.0,1,110.0
NSW,2164,RESIDENTIAL,974,4568.19,974,4568.19,0,0.0,0.0,0,0.0
